num_cpf_cnpj;cod_cooperativa;cod_agencia;cod_conta;num_plastico;dat_transacao;vlr_transacao;nom_modalidade;nom_cidade_estabelecimento
953033981511;331;11;80192;16018;23/03/2023 20:52:26;2,42;CREDITO;ESTREITO
427511388707;331;11;34251;8094;29/05/2023 14:10:29;2,82;CREDITO;PORTO ALEGRE
437707388040;331;11;54676;15631;05/04/2023 12:54:34;2,43;DEBITO;SAO PAULO
502373227522;331;11;5897;26399;14/10/2022 15:41:25;3,46;DEBITO;PORTO ALEGRE
78254576062;331;11;32511;77260;14/09/2022 11:48:15;2,95;CREDITO;PORTO ALEGRE
827045297905;331;15;44727;43086;10/04/2023 10:51:14;2,42;CREDITO;ESTREITO
437237210374;640;15;60605;9908;10/07/2023 21:43:33;2,99;DEBITO;RIO DE JANEIRO
613085428546;331;11;21401;97774;04/06/2023 15:09:25;3,58;DEBITO;BARREIRAS
953033981511;331;11;80192;16018;23/02/2023 15:30:20;3,63;CREDITO;GOIANIA
191703465455;640;19;22565;79611;24/06/2023 12:58:40;3;DEBITO;GOIANIA
791659053970;331;11;43276;68299;23/09/2022 23:07:55;2,88;CREDITO;PORTO ALEGRE
827045297905;331;15;44727;43086;27/10/2022 14:08:00;3,67;CREDITO;ESTREITO
742021665379;331;11;39691;98564;29/07/2022 08:05:46;3,94;CREDITO;PORTO ALEGRE
576666004026;331;11;50487;30670;06/04/2023 19:19:05;4,22;DEBITO;PORTO ALEGRE
